ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,Modelo,A,B,C,D,P,Q,R,DNM
Laurus nobilis,IAVC,4,21,-,-,0.0003255,-7.555e-08,-,-,-,-
Laurus nobilis,IAVC,5,21,-,-,0.0003255,-7.555e-08,-,-,-,-
Laurus nobilis,VLE,2,12,-,-,-,,0.0016601,1.7736,-,-
Laurus nobilis,VLE,3,12,-,-,-,,0.0016601,1.7736,-,-
Laurus nobilis,VLE,4,12,-,-,-,,0.0016601,1.7736,-,-
Laurus nobilis,VLE,5,12,-,-,-,,0.0016601,1.7736,-,-
Acacia melanoxylon,VCC,2,1,-3.74,0.0002944,-,,-,-,-,-
Acacia melanoxylon,VCC,3,1,-3.74,0.0002944,-,,-,-,-,-
Acacia melanoxylon,VCC,5,1,-3.74,0.0002944,-,,-,-,-,-
Acacia melanoxylon,VSC,2,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia melanoxylon,VSC,3,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia melanoxylon,VSC,5,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia melanoxylon,IAVC,2,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia melanoxylon,IAVC,3,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia melanoxylon,IAVC,5,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia melanoxylon,VLE,2,12,-,-,-,,2.12e-05,2.52613,-,-
Acacia melanoxylon,VLE,3,12,-,-,-,,2.12e-05,2.52613,-,-
Acacia melanoxylon,VLE,5,12,-,-,-,,2.12e-05,2.52613,-,-
Acacia dealbata,VCC,2,1,-3.74,0.0002944,-,,-,-,-,-
Acacia dealbata,VCC,3,1,-3.74,0.0002944,-,,-,-,-,-
Acacia dealbata,VCC,5,1,-3.74,0.0002944,-,,-,-,-,-
Acacia dealbata,VSC,2,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia dealbata,VSC,3,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia dealbata,VSC,5,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Acacia dealbata,IAVC,2,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia dealbata,IAVC,3,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia dealbata,IAVC,5,17,-10.96925,0.2021321,-0.0002073,-,-,-,-,-
Acacia dealbata,VLE,2,12,-,-,-,,2.12e-05,2.52613,-,-
Acacia dealbata,VLE,3,12,-,-,-,,2.12e-05,2.52613,-,-
Acacia dealbata,VLE,5,12,-,-,-,,2.12e-05,2.52613,-,-
Salix alba,VCC,2,1,13.04,0.0002678,-,,-,-,-,-
Salix alba,VCC,4,1,13.04,0.0002678,-,,-,-,-,-
Salix alba,VCC,5,1,13.04,0.0002678,-,,-,-,-,-
Salix alba,VSC,2,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix alba,VSC,4,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix alba,VSC,5,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix alba,IAVC,2,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix alba,IAVC,4,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix alba,IAVC,5,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix alba,VLE,2,12,-,-,-,,0.0016601,1.7736,-,-
Salix alba,VLE,4,12,-,-,-,,0.0016601,1.7736,-,-
Salix alba,VLE,5,12,-,-,-,,0.0016601,1.7736,-,-
Salix atrocinerea,VCC,2,1,13.04,0.0002678,-,,-,-,-,-
Salix atrocinerea,VCC,3,1,13.04,0.0002678,-,,-,-,-,-
Salix atrocinerea,VCC,4,1,13.04,0.0002678,-,,-,-,-,-
Salix atrocinerea,VCC,5,1,13.04,0.0002678,-,,-,-,-,-
Salix atrocinerea,VSC,2,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix atrocinerea,VSC,3,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix atrocinerea,VSC,4,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix atrocinerea,VSC,5,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix atrocinerea,IAVC,2,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix atrocinerea,IAVC,3,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix atrocinerea,IAVC,4,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix atrocinerea,IAVC,5,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix atrocinerea,VLE,2,12,-,-,-,,0.0016601,1.7736,-,-
Salix atrocinerea,VLE,3,12,-,-,-,,0.0016601,1.7736,-,-
Salix atrocinerea,VLE,4,12,-,-,-,,0.0016601,1.7736,-,-
Salix atrocinerea,VLE,5,12,-,-,-,,0.0016601,1.7736,-,-
Salix caprea,VCC,2,1,13.04,0.0002678,-,,-,-,-,-
Salix caprea,VCC,3,1,13.04,0.0002678,-,,-,-,-,-
Salix caprea,VCC,4,1,13.04,0.0002678,-,,-,-,-,-
Salix caprea,VCC,5,1,13.04,0.0002678,-,,-,-,-,-
Salix caprea,VSC,2,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix caprea,VSC,3,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix caprea,VSC,4,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix caprea,VSC,5,7,-6.47,0.7939548,3.43e-05,,-,-,-,-
Salix caprea,IAVC,2,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix caprea,IAVC,3,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix caprea,IAVC,4,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix caprea,IAVC,5,21,-,-,0.0002442,-2.0509e-07,-,-,-,-
Salix caprea,VLE,2,12,-,-,-,,0.0016601,1.7736,-,-
Salix caprea,VLE,3,12,-,-,-,,0.0016601,1.7736,-,-
Salix caprea,VLE,4,12,-,-,-,,0.0016601,1.7736,-,-
Salix caprea,VLE,5,12,-,-,-,,0.0016601,1.7736,-,-
Populus x canadensis,VCC,2,1,56.04,0.0002424,-,,-,-,-,-
Populus x canadensis,VSC,2,7,0.26,0.8236223,2.33e-05,,-,-,-,-
Populus x canadensis,IAVC,2,21,-,-,0.0002772,-2.7425e-07,-,-,-,-
Populus x canadensis,VLE,2,12,-,-,-,,0.0001247,2.16723,-,-
Eucalyptus viminalis,VCC,1,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus viminalis,VCC,2,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus viminalis,VCC,3,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus viminalis,VCC,5,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus viminalis,VSC,1,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus viminalis,VSC,2,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus viminalis,VSC,3,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus viminalis,VSC,5,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus viminalis,IAVC,1,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus viminalis,IAVC,2,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus viminalis,IAVC,3,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus viminalis,IAVC,5,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus viminalis,VLE,1,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus viminalis,VLE,2,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus viminalis,VLE,3,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus viminalis,VLE,5,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus robusta,VCC,1,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus gomphocephalus,VCC,1,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus robusta,VCC,2,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus gomphocephalus,VCC,2,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus robusta,VCC,3,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus gomphocephalus,VCC,3,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus gomphocephalus,VCC,5,1,3.44,0.0002632,-,,-,-,-,-
Eucalyptus robusta,VSC,1,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus gomphocephalus,VSC,1,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus gomphocephalus,VSC,2,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus robusta,VSC,2,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus gomphocephalus,VSC,3,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus robusta,VSC,3,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus gomphocephalus,VSC,5,7,-1.72,0.811565,6.5e-06,,-,-,-,-
Eucalyptus robusta,IAVC,1,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus gomphocephalus,IAVC,1,21,-,-,0.0009017,-5.2824e-07,-,-,-,-
Eucalyptus gomphocephalus,IAVC,2,21,-,-,0.0009017,-5.2824e-07,-,-,-,-
Eucalyptus robusta,IAVC,2,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus robusta,IAVC,3,19,75.37798,-1.1975171,0.0063068,-3.9959e-06,-,-,-,-
Eucalyptus gomphocephalus,IAVC,3,21,-,-,0.0009017,-5.2824e-07,-,-,-,-
Eucalyptus gomphocephalus,IAVC,5,21,-,-,0.0009017,-5.2824e-07,-,-,-,-
Eucalyptus gomphocephalus,VLE,1,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus robusta,VLE,1,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus robusta,VLE,2,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus gomphocephalus,VLE,2,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus robusta,VLE,3,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus gomphocephalus,VLE,3,12,-,-,-,,0.0017465,1.73173,-,-
Eucalyptus gomphocephalus,VLE,5,12,-,-,-,,0.0017465,1.73173,-,-
Betula alba,VCC,2,1,12.68,0.0002535,-,,-,-,-,-
Betula alba,VCC,3,1,12.68,0.0002535,-,,-,-,-,-
Betula alba,VCC,5,1,12.68,0.0002535,-,,-,-,-,-
Betula alba,VSC,2,7,0.19,0.7891678,3.08e-05,,-,-,-,-
Betula alba,VSC,3,7,0.19,0.7891678,3.08e-05,,-,-,-,-
Betula alba,VSC,5,7,0.19,0.7891678,3.08e-05,,-,-,-,-
Betula alba,IAVC,2,21,-,-,0.0002516,-4.0657e-07,-,-,-,-
Betula alba,IAVC,3,21,-,-,0.0002516,-4.0657e-07,-,-,-,-
Betula alba,IAVC,5,21,-,-,0.0002516,-4.0657e-07,-,-,-,-
Betula alba,VLE,2,12,-,-,-,,4.66e-05,2.38142,-,-
Betula alba,VLE,3,12,-,-,-,,4.66e-05,2.38142,-,-
Betula alba,VLE,5,12,-,-,-,,4.66e-05,2.38142,-,-
