ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,Modelo,A,B,C,D,P,Q,R,DNM
Ilex aquifolium,IAVC,3.0,21.0,-,-,0.0001674,-2.1045e-07,-,-,-,-
Ilex aquifolium,IAVC,5.0,21.0,-,-,0.0001674,-2.1045e-07,-,-,-,-
Ilex aquifolium,VLE,2.0,12.0,-,-,-,-,0.0090069,1.42613,-,-
Ilex aquifolium,VLE,3.0,12.0,-,-,-,-,0.0090069,1.42613,-,-
Ilex aquifolium,VLE,5.0,12.0,-,-,-,-,0.0090069,1.42613,-,-
Arbutus unedo ,VCC,3.0,1.0,-7.75,0.0004006,-,-,-,-,-,-
Arbutus unedo ,VCC,5.0,1.0,-7.75,0.0004006,-,-,-,-,-,-
Arbutus unedo ,VSC,3.0,7.0,2.55,0.7571656,8.57e-05,-,-,-,-,-
Arbutus unedo ,VSC,5.0,7.0,2.55,0.7571656,8.57e-05,-,-,-,-,-
Arbutus unedo ,IAVC,3.0,21.0,-,-,0.0001674,-2.1045e-07,-,-,-,-
Arbutus unedo ,IAVC,5.0,21.0,-,-,0.0001674,-2.1045e-07,-,-,-,-
Arbutus unedo ,VLE,3.0,12.0,-,-,-,-,0.0090069,1.42613,-,-
Arbutus unedo ,VLE,5.0,12.0,-,-,-,-,0.0090069,1.42613,-,-
Acacia melanoxylon,VCC,2.0,11.0,-,-,-,0.0004732,1.98799,0.75629,-,-
Acacia melanoxylon,VCC,3.0,11.0,-,-,-,0.0004732,1.98799,0.75629,-,-
Acacia melanoxylon,VCC,5.0,11.0,-,-,-,0.0004732,1.98799,0.75629,-,-
Acacia melanoxylon,VSC,2.0,7.0,-4.94,0.8041761,1.86e-05,-,-,-,-,-
Acacia melanoxylon,VSC,3.0,7.0,-4.94,0.8041761,1.86e-05,-,-,-,-,-
Acacia melanoxylon,VSC,5.0,7.0,-4.94,0.8041761,1.86e-05,-,-,-,-,-
Acacia melanoxylon,IAVC,2.0,21.0,-,-,0.0005992,-5.7798e-07,-,-,-,-
Acacia melanoxylon,IAVC,3.0,21.0,-,-,0.0005992,-5.7798e-07,-,-,-,-
Acacia melanoxylon,IAVC,5.0,21.0,-,-,0.0005992,-5.7798e-07,-,-,-,-
Acacia melanoxylon,VLE,2.0,12.0,-,-,-,-,0.0010626,1.85153,-,-
Acacia melanoxylon,VLE,3.0,12.0,-,-,-,-,0.0010626,1.85153,-,-
Acacia melanoxylon,VLE,5.0,12.0,-,-,-,-,0.0010626,1.85153,-,-
Castanea sativa,VCC,2.0,1.0,78.22,0.0002217,-,-,-,-,-,-
Castanea sativa,VCC,3.0,1.0,9.21,0.0001654,-,-,-,-,-,-
Castanea sativa,VCC,4.0,1.0,77.74,0.000134,-,-,-,-,-,-
Castanea sativa,VCC,5.0,1.0,77.74,0.000134,-,-,-,-,-,-
Castanea sativa,VCC,6.0,1.0,129.07,0.0001544,-,-,-,-,-,-
